Brand,Model Name,Processor,Operating System,Storage,RAM,Screen Size,Touch_Screen,Price
HP,15s-fq5202TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),False,53990
ZEBRONICS,ZEB-NBC 5S,Core i7,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),False,50990
LG,LG Gram 14Z90Q-G.AJ56A2,Core i5,Windows 11 Home,512 GB,8 GB,35.56 cm (14 Inch),False,64762
CHUWI,GemiBook X Pro,Celeron Quad Core,Windows 11 Home,256 GB,8 GB,35.81 cm (14.1 inch),False,21990
ASUS,M6500QC,Ryzen 7 Octa Core,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),False,70990
HP,15s-fq5007TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),False,38990
HP,15s-fy5003TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),False,37990
DELL,Vostro 3420,Core i5,Windows 11 Home,512 GB,8 GB,35.56 cm (14 inch),True,49950
HP,15s- fr4000TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),False,46990
HP,15s- fr5011TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),False,53990
ASUS,UX3402VA-KM742WS,Core i7,Windows 11 Home,512 GB,16 GB,35.56 cm (14 Inch),False,97990
Apple,MKGT3HN/A,M1 Pro,Mac OS Monterey,1 TB,16 GB,36.07 cm (14.2 inch),False,239900
DELL,Inspiron 3511,Core i3,Windows 11 Home,256 GB,8 GB,38.0 cm (14.96 cm),False,38790
HP,14-dv2153TU,Core i5,Windows 11 Home,1 TB,16 GB,35.56 cm (14 inch),False,66999
HP,15s-fy5002TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),False,49990
ASUS,FX507ZC4-HN116WS,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),False,85800
ASUS,G513RC-HN061W,Ryzen 7 Octa Core,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),False,77990
HP,14-EC1019AU,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,16 GB,35.56 cm (14 inch),False,54990
DELL,Inspiron 3501,Core i5,Windows 10 Home,1 TB,8 GB,39.62 cm (15.6 inch),False,52199
HP,Natural Silver,Core i3,Windows 10 Home,512 GB,8 GB,39.62 cm (15.6 inch),False,40500
Lenovo,13ABR8,Ryzen 7 Octa Core,Windows 11 Home,1 TB,16 GB,33.78 cm (13.3 inch),True,85751
HP,15s-fq5007TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),False,38990
HP,15s-fy5003TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),False,37990
MSI,Modern 14 C12M-670IN,Core i7,Windows 11 Home,512 GB,8 GB,35.56 cm (14 Inch),False,60990
LG,LG Gram 14Z90Q-G.AJ56A2,Core i5,Windows 11 Home,512 GB,8 GB,35.56 cm (14 Inch),False,64762
HP,15s- fr4000TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),False,46990
HP,15s- fr5011TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),False,53990
DELL,Inspiron 5410,Core i5,Windows 10,512 GB,8 GB,35.56 cm (14 inch),True,76990
ASUS,Vivobook Go 14,Ryzen 5 Quad Core,Windows 11 Home,512 GB,16 GB,35.56 cm (14 inch),True,51990
Apple,MacBook Pro,Core i5,Mac OS Mojave,512 GB,8 GB,33.78 cm (13.3 inch),False,162990
HP,15s- fq3066TU,Celeron Dual Core,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),False,31964
HP,14-dv2153TU,Core i5,Windows 11 Home,1 TB,16 GB,35.56 cm (14 inch),False,66999
HP,15s-fy5002TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),False,49990
ASUS,B9450FA-BM0696R,Core i7,Windows 10 Pro,1 TB,16 GB,35.56 cm (14 inch),False,152711
ASUS,VivoBook Ultra K15,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),True,64200
ASUS,G513RC-HN061W,Ryzen 7 Octa Core,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),False,77990
HP,14-EC1019AU,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,16 GB,35.56 cm (14 inch),False,54990
ASUS,Vivobook Go 15 OLED,Ryzen 5 Quad Core,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),True,56990
ASUS,Vivobook-Pro-15-M6500,Ryzen 7 Quad Core,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),True,68200
ASUS,FX506HCB-HN228T,Core i5,Windows 10 Home,1 TB,8 GB,39.62 cm (15.6 inch),False,79800
HP,15-eg3079TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),False,66990
HP,15s-fq5202TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),False,53990
MICROSOFT,Surface Laptop Go 3,Core i5,Windows 11 Home,256 GB,16 GB,31.5 cm (12.4 Inch),True,99990
Lenovo,V14,Core i5,Windows 11 Home,512 GB,8 GB,35.56 cm (14 inch),True,44356
HP,15s-fy5003TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),False,37990
HP,15s- fr4000TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),False,46990
Lenovo,15IAH7,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),False,74990
DELL,Inspiron 5410,Core i3,Windows 11 Home,512 GB,8 GB,35.56 cm (14 inch),True,53999
DELL,G15-5510,Core i5,Windows 10,512 GB,16 GB,39.62 cm (15.6 inch),False,62500
HP,Spectre Folio,Core i7,Windows 10 Home,512 GB,16 GB,33.78 cm (13.3 inch),True,220579
HP,15s-fq5007TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),False,38990
HP,15s- fr5011TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),False,53990
DELL,Inspiron 3521,Pentium Silver,Windows 11 Home,256 GB,8 GB,39.62 cm (15.6 Inch),False,32990
ASUS,K3605ZU-MBN541WS,Core i5,Windows 11 Home,512 GB,16 GB,40.64 cm (16 Inch),False,76990
HP,14-dv2153TU,Core i5,Windows 11 Home,1 TB,16 GB,35.56 cm (14 inch),False,66999
HP,15s-fy5002TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),False,49990
ZEBRONICS,ZEB-NBC 5S,Core i7,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),False,50990
DELL,Inspiron 3535,Ryzen 5 Quad Core,Windows 11 Home,1 TB,8 GB,39.62 cm (15.6 Inch),False,49490
ASUS,Vivobook Go 15 OLED,Ryzen 5 Quad Core,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),True,57754
HP,247 G8,Ryzen 5 Dual Core,Windows 11 Home,512 GB,8 GB,35.56 cm (14 inch),False,32890
ASUS,G513RC-HN061W,Ryzen 7 Octa Core,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),False,77990
HP,14-EC1019AU,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,16 GB,35.56 cm (14 inch),False,54990
ASUS,GX650PZ-NM047WS,Ryzen 9 16 Core,Windows 11 Home,2 TB,32 GB,40.64 cm (16 Inch),False,349990
HP,15-eg3079TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),False,66990
ASUS,TUF,Core i5,Windows 10 Home,512 GB,8 GB,39.62 cm (15.6 inch),False,67500
HP,15-EG2009TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),False,68800
SAMSUNG,Galaxy Book2 Pro,Core i5,Windows 11 Home,512 GB,16 GB,33.78 cm (13.3 Inch),False,64990
HP,Notebook,Athlon Dual Core,DOS,256 GB,4 GB,39.62 cm (15.6 inch),False,19299
HP,15s-fq5202TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),False,53990
HP,255 G8 Laptop,Ryzen 3 Dual Core,DOS,512 GB,8 GB,39.62 cm (15.6 inch),False,23999
HP,15-fb1016AX,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),False,54990
HP,15s-fy5002TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),False,49990
HP,15s- fr4000TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),False,46990
HP,15s-fr4001TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),False,54990
GIGABYTE,RC45KD,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),False,62990
Infinix,XL30,Celeron Quad Core,Windows 11 Home,512 GB,8 GB,39.01 cm (15.36 inch),False,23990
ASUS,X1504ZA-NJ521WS,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),False,47990
HP,14-dv1000TU,Core i5,Windows 11 Home,512 GB,8 GB,35.56 cm (14 inch),False,57680
HP,14-EC1019AU,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,16 GB,35.56 cm (14 inch),False,54990
HP,15s-fy5003TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),False,37990
HP,15-fa0070TX,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),False,57990
HP,15s-fq5007TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),False,38990
Lenovo,11IGL05,Celeron Dual Core,Chrome,64 GB,4 GB,29.46 cm (11.6 inch),False,15990
HP,15s-fy5002TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),False,49990
ASUS,G513RC-HN061W,Ryzen 7 Octa Core,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),False,77990
HP,14-EC1019AU,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,16 GB,35.56 cm (14 inch),False,54990
HP,16-wd0880TX,Core i5,Windows 11 Home,512 GB,16 GB,40.89 cm (16.1 Inch),False,94990
HP,15s-fq5007TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),False,38990
ASUS,Vivobook 15X,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),True,61500
HP,15s-fq5007TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),False,38990
Infinix,Inbook,Core i7,Windows 11 Home,512 GB,16 GB,35.56 cm (14 inch),False,48990
HP,ef2033TU,Core i7,Windows 11 Home,1 TB,16 GB,34.29 cm (13.5 Inch),True,141899
HP,15s-fy5003TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),False,37990
HP,14-dv2153TU,Core i5,Windows 11 Home,1 TB,16 GB,35.56 cm (14 inch),False,66999
MSI,Katana GF66 12UC-881IN,Core i5,Windows 11 Home,2 TB,8 GB,39.62 cm (15.6 Inch),False,72990
HP,15s-fy5002TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),False,49990
HP,15-eg3079TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),False,66990
HP,14-dv1029TU,Core i7,Windows 11 Home,1 TB,16 GB,35.56 cm (14 inch),False,78100
HP,15s- fr4000TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),False,46990
HP,16-n0050AX,Ryzen 7 Octa Core,Windows 11 Home,512 GB,16 GB,40.89 cm (16.1 Inch),False,88149
DELL,Inspiron 5518,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),False,36607
HP,15s,Ryzen 5 Quad Core,Windows 10 Home,512 GB,8 GB,39.62 cm (15.6 inch),False,24831
HP,14s-ef1001tu,Core i5,Windows 11 Home,512 GB,8 GB,35.56 cm (14 Inch),False,59899
Acer,AN515-45,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),False,67000
HP,15s- fr5011TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),False,53990
HP,14-EC1019AU,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,16 GB,35.56 cm (14 inch),False,54990
HP,14-dv2153TU,Core i5,Windows 11 Home,1 TB,16 GB,35.56 cm (14 inch),False,66999
DELL,Inspiron 3520,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),False,39490
HP,14-EC1019AU,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,16 GB,35.56 cm (14 inch),False,54990
HP,15s-fq2627TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),True,44400
DELL,Inspiron,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),True,38490
HP,255 G8,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),False,42990
DELL,Inspiron 7430,Core i3,Windows 11 Home,1 TB,8 GB,35.56 cm (14 inch),True,60490
MSI,Katana 17 B13UCXK-256IN,Core i7,Windows 11 Home,4 TB,16 GB,43.94 cm (17.3 Inch),False,88990
Infinix,XL25,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),False,37990
HP,13-BE0030AU,Ryzen 5 Hexa Core,Windows 10 Home,512 GB,16 GB,33.78 cm (13.3 inch),False,70500
